id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
501;Practice_parameters_for_the_assessment_and_treatment_of_children__adolescents__and_adults_with_attention_deficit/hyperactivity_disorder__American_Academy_of_Child_and_Adolescent_Psychiatry_;Psychology,Data Management;4208;4208;11763;10895;I__Schim_van_der_Loeff;P__T__Triana_Junco;Wonder_wish_race_growth_number_both_treat__Who_ever_school_outside_concern_young_room_citizen__Performance_sort_write_necessary_general_issue_top_;Realize_land_include_individual_always_bank__Seem_soon_help_world_even__Guess_society_out_painting_position_;ShortPaper;These_practice_parameters_review_the_literature_on_children__adolescents__and_adults_with_attention_deficit/hyperactivity_disorder_ADHD__There_are_three_types_of_ADHD:predominantly_inattentive__predominantly_hyperactive_impulsive__and_combined__Together__they_occur_in_as_many_as_10_of_boys_and_5_of_girls_of_elementary_school_age__Prevalence_declines_with_age__although_up_to_65_of_hyperactive_children_are_still_symptomatic_as_adults__Frequency_in_adults_is_estimated_to_be_2_to_7__Assessment_includes_clinical_interviews_and_standardized_rating_scales_from_parents_and_teachers__Testing_of_intelligence_and_academic_achievement_usually_are_required__Comorbidity_is_common__The_cornerstones_of_treatment_are_support_and_education_of_parents__appropriate_school_placement__and_pharmacology__The_primary_medications_are_psychostimulants__but_antidepressants_and_alpha_adrenergic_agonists_are_used_in_special_circumstances__Other_treatments_such_as_behavior_modification__school_consultation__family_therapy__and_group_therapy_address_remaining_symptoms_;Yes;Yes;1997;https://www.semanticscholar.org/paper/da986c9650f6ba1f0418e6adb9f104e438a03304
985;Kyoto_global_consensus_report_on_Helicobacter_pylori_gastritis;Data Management;5969,5970,5971,5972,5973,5974,5975,5976,5977,5978;5978;11537;12565;O__Isayev;W__Hubbard;Happy_improve_example_almost_beautiful_weight_author__Put_thank_call_born_enjoy_position__Million_billion_seat_thousand_consider_than_thousand_;Force_walk_old_property_suddenly_order__Either_color_add_end__Together_still_project_until_our_Bank_plan_community_director__Prove_page_public_fine_push__Who_by_up_;ShortPaper;Objective_To_present_results_of_the_Kyoto_Global_Consensus_Meeting__which_was_convened_to_develop_global_consensus_on_1_classification_of_chronic_gastritis_and_duodenitis__2_clinical_distinction_of_dyspepsia_caused_by_Helicobacter_pylori_from_functional_dyspepsia__3_appropriate_diagnostic_assessment_of_gastritis_and_4_when__whom_and_how_to_treat_H__pylori_gastritis__Design_Twenty_three_clinical_questions_addressing_the_above_mentioned_four_domains_were_drafted_for_which_expert_panels_were_asked_to_formulate_relevant_statements__A_Delphi_method_using_an_anonymous_electronic_system_was_adopted_to_develop_the_consensus__the_level_of_which_was_predefined_as_≥80__Final_modifications_of_clinical_questions_and_consensus_were_achieved_at_the_face_to_face_meeting_in_Kyoto__Results_All_24_statements_for_22_clinical_questions_after_extensive_modifications_and_omission_of_one_clinical_question_were_achieved_with_a_consensus_level_of_80__To_better_organise_classification_of_gastritis_and_duodenitis_based_on_aetiology__a_new_classification_of_gastritis_and_duodenitis_is_recommended_for_the_11th_international_classification__A_new_category_of_H__pylori_associated_dyspepsia_together_with_a_diagnostic_algorithm_was_proposed__The_adoption_of_grading_systems_for_gastric_cancer_risk_stratification__and_modern_image_enhancing_endoscopy_for_the_diagnosis_of_gastritis__were_recommended__Treatment_to_eradicate_H__pylori_infection_before_preneoplastic_changes_develop__if_feasible__was_recommended_to_minimise_the_risk_of_more_serious_complications_of_the_infection__Conclusions_A_global_consensus_for_gastritis_was_developed_for_the_first_time__which_will_be_the_basis_for_an_international_classification_system_and_for_further_research_on_the_subject_;Yes;Yes;2015;https://www.semanticscholar.org/paper/40d8add5cb9fc1d48b61bf721d8a7596ce2f1498
502;Bickerstaff_s_Brainstem_Encephalitis_Associated_With_IgG_Anti_GQ1b_Antibody_Subsequent_to_Mycoplasma_pneumoniae_Infection:Favorable_Response_to_Immunoadsorption_Therapy;Data Management;4209,4210,4211,4212,4213;4213;null;11235;T__V__Stashko;M__López_Baamonde;Within_moment_technology_manage_car__Political_debate_down_stuff_investment__Walk_young_sit_may_age_can_strategy_learn_Base_within_check_court__Eight_cell_attack_official_think_office_really_end_;Feeling_reason_morning_race_good_recognize_describe_develop__Treatment_several_training_reflect__High_important_my_grow_recently_;FullPaper;opposite_to_those_caused_by_higher_doses_which_stimulate_postsynaptic_receptors_9_Animal_studies_that_demonstrated_this_effect_with_the_dopamine_agonist_apomorphine_have_been_replicated_with_longer_acting_pergolide_l_This_effect_is_of_particular_interest_since_increased_striatal_presynaptic_dopamine_carrier_sites_have_been_found_in_postmortem_brain_specimens_of_patients_with_Tourette_syndrome_1_l;Yes;No;1997;https://www.semanticscholar.org/paper/619a6d13f68f9b3179c2b78c790805bf35f544f3
986;High_degree_of_duodenal_inflammation_in_Nigerians_with_functional_dyspepsia;Data Management;5979,5980,5981,5982,5983;5982;null;11000;Velikson;Mariam_A__Al_Ansari;Seek_sure_moment_person_reflect_public__Cultural_Mrs_although_image__Ago_meet_main_ground_listen_claim_cultural_middle_Trip_upon_him_apply_into__Debate_exist_might_customer_state_hand_I_;Live_decide_parent_care_skill_security_huge_collection_Current_type_quickly_college_five_seven__Exist_individual_lead_even_black_yeah_debate_;ShortPaper;Background_Functional_dyspepsia_FD_is_a_heterogeneous_disorder_associated_with_diverse_pathophysiological_mechanisms__including_immune_activation_and_low_grade_mucosal_inflammation__Genetic_factors__physiological_functions__and_environmental_factors_may_determine_the_relative_importance_of_various_pathophysiological_mechanisms__This_study_was_designed_to_determine_the_histological_alterations_in_the_duodenal_mucosa_of_Nigerian_patients_with_FD__Methods_Consecutive_patients_with_dyspepsia_seen_over_a_27_month_period_in_two_gastrointestinal_endoscopy_facilities_in_Enugu__South_East_Nigeria_were_further_evaluated_with_upper_gastrointestinal_endoscopy_and_duodenal_mucosal_biopsies_if_no_lesion_was_found_in_the_upper_gastrointestinal_tract__Patients_with_heartburn_and/or_regurgitation_who_did_not_have_any_dyspeptic_symptoms_and_did_not_have_any_lesion_in_the_upper_gastrointestinal_tract_on_endoscopy_were_presumed_to_have_non_erosive_reflux_disease_NERD_and_they_served_as_controls__The_control_subjects_also_had_duodenal_biopsies__The_histopathological_findings_in_the_cases_and_controls_were_compared__Results_There_were_68_patients_with_FD_and_52_patients_with_NERD__The_total_inflammatory_score_was_242_in_FD_and_66_in_NERD_Mann_Whitney_U_=1168__P=0_0011__Similarly__the_scores_for_chronic_inflammation__gastric_metaplasia__neutrophilic_activity__eosinophilic_infiltration__and_Helicobacter_pylori_were_significantly_higher_in_FD_than_NERD__Conclusion_Functional_dyspepsia_is_associated_with_a_high_degree_of_inflammation_in_the_duodenal_mucosa__This_may_reflect_the_high_prevalence_of_gastrointestinal_infections_in_a_tropical_environment_such_as_Nigeria__These_findings_may_have_therapeutic_potential_that_further_studies_might_elucidate_;Yes;No;2013;https://www.semanticscholar.org/paper/ca5ee83cd41747250f01c4010313423ec1c78342
503;Mental_Assessment_in_Subacute_Sclerosing_Panencephalitis:Hacettepe_Cognitive_Short_Assessment_Scale;Data Management;4214,4215,4216,4217;4215;11764;11086;R__Sousa;Kamil_Szczupak;Lay_worry_gun_coach_fish_capital__Professional_of_eight_than_End_production_main_store_ready_house_court__Enjoy_grow_end_financial__Also_call_example_one_region_without_result_;Some_public_fear_audience_appear_life_away__Which_through_herself_cold_someone_owner_officer__Partner_name_anyone_leave__Life_artist_ahead_choose_bed_American_ok_exactly_;FullPaper;THINKING_two_proverbs_dquo;Tell_me_the_meaning_of_these_proverbsdquo;_dquo;_2_No_explanation__1_Concrete_explanation__0_Abstract_explanation__MATHEMATICS;Yes;Yes;1997;https://www.semanticscholar.org/paper/52aa91b3298085d2bc873bc58c4c88dcab237f6c
987;Asian_consensus_report_on_functional_dyspepsia;Data Management;5984,5985,5986,5987,5988,5989,5990,5991,5992,5993,5994,5995,5996,5997,5998,5974,5999,6000,5969,6001,6002,6003;5995;12179;12464;L__Rodrigues;D__Ziebolz;Feel_middle_meeting_protect_major_surface__Rule_exist_within__Agreement_Congress_item_run_treat_majority_need_Seven_at_training_politics_somebody_;Either_project_dark_agree_continue_guess__Particularly_onto_event_Unit_miss_type_argue__Sport_resource_this_light_;DemoPaper;Background_and_Aim: _Environmental_factors_such_as_food__lifestyle_and_prevalence_of_Helicobacter_pylori_infection_are_widely_different_in_Asian_countries_compared_with_the_West__and_physiological_functions_and_genetic_factors_of_Asians_may_also_be_different_from_those_of_Westerners__Establishing_an_Asian_consensus_for_functional_dyspepsia_is_crucial_in_order_to_attract_attention_to_such_data_from_Asian_countries__to_articulate_the_experience_and_views_of_Asian_experts__and_to_provide_a_relevant_guide_on_management_of_functional_dyspepsia_for_primary_care_physicians_working_in_Asia_;Yes;Yes;2012;https://www.semanticscholar.org/paper/152f8fa1e0d3a61d593852d6334658d68b7282cf
504;Risperidone_and_Explosive_Aggressive_Autism;Psychology,Data Management;4218,4219;4219;null;11316;M__Sunamura;R__Menshawey;Two_may_yourself_remain_hold__Senior_knowledge_oil_still_Enjoy_get_hair_recent_plant_fight_risk_Government_book_rate_care_mouth_determine__Player_financial_high_;Public_property_consider_political_speak_quickly__Price_spring_require_build_already_Foot_recently_leader_easy_argue__Rock_least_politics_use__Avoid_individual_take_environment_single_size_consumer_;ShortPaper;;No;Yes;1997;https://www.semanticscholar.org/paper/6ab1eb3029be0abcb0fd4c9f305c7191df4df885
988;Asian_Consensus_Report_on_Functional_Dyspepsia;Data Management;5984,5985,5987,5988,5989,5990,5986,5991,5992,5993,5994,5995,5996,5997,5998,5974,5999,6000,5969,6001,6002,6003;6002;null;11142;Rudin_Gjeka;J__Janssens;Remember_special_hot__Note_left_process_four_share_democratic_product__Pressure_level_would_answer_Instead_time_use_shake__Station_available_party_tonight_fight_within_lawyer_situation_;Miss_help_care_available_travel_fly_mind__Most_your_down_share_Politics_need_wide_real_professional__Reflect_discover_walk_show__Work_past_forward_material_performance_hour_mind_;FullPaper;Background/Aims_Environmental_factors_such_as_food__lifestyle_and_prevalence_of_Helicobacter_pylori_infection_are_widely_different_in_Asian_countries_compared_to_the_West__and_physiological_functions_and_genetic_factors_of_Asians_may_also_be_different_from_those_of_Westerners__Establishing_an_Asian_consensus_for_functional_dyspepsia_is_crucial_in_order_to_attract_attention_to_such_data_from_Asian_countries__to_articulate_the_experience_and_views_of_Asian_experts__and_to_provide_a_relevant_guide_on_management_of_functional_dyspepsia_for_primary_care_physicians_working_in_Asia__Methods_Consensus_team_members_were_selected_from_Asian_experts_and_consensus_development_was_carried_out_using_a_modified_Delphi_method__Consensus_teams_collected_published_papers_on_functional_dyspepsia_especially_from_Asia_and_developed_candidate_consensus_statements_based_on_the_generated_clinical_questions__At_the_first_face_to_face_meeting__each_statement_was_reviewed_and_e_mail_voting_was_done_twice__At_the_second_face_to_face_meeting__final_voting_on_each_statement_was_done_using_keypad_voting_system__A_grade_of_evidence_and_a_strength_of_recommendation_were_applied_to_each_statement_according_to_the_method_of_the_GRADE_Working_Group__Results_Twenty_nine_consensus_statements_were_finalized__including_7_for_definition_and_diagnosis__5_for_epidemiology__9_for_pathophysiology_and_8_for_management__Algorithms_for_diagnosis_and_management_of_functional_dyspepsia_were_added__Conclusions_This_consensus_developed_by_Asian_experts_shows_distinctive_features_of_functional_dyspepsia_in_Asia_and_will_provide_a_guide_to_the_diagnosis_and_management_of_functional_dyspepsia_for_Asian_primary_care_physicians_;No;Yes;2012;https://www.semanticscholar.org/paper/55326da50d5f8b945f7382ae2797c0e731247fe1
505;Children_with_ADHD_and_tic_disorder_and_their_classmates:behavioral_normalization_with_methylphenidate_;Psychology,Data Management;4220,4146;4220;11766;11264;M__Win;Yu_Hsuan_Huang;Seat_real_commercial_reality_low_his_course__After_list_activity_head_young_music__All_tend_of_sister_identify_opportunity_also_;Response_enough_think_dog_forget_Difference_general_move_near__Know_experience_military_tax_affect_east_Brother_history_yourself_ball_memory_light_gas_situation__Wear_less_lawyer_wall_over_ability_;DemoPaper;OBJECTIVESTo_examine_behavioral_differences_between_children_with_attention_deficit_hyperactivity_disorder_ADHD_and_tics_and_their_peers_and_the_extent_to_which_methylphenidate_0_1__0_3__and_0_5_mg/kg_normalized_the_behavior_of_probands_and_indirectly_influenced_the_behavior_of_peers_treatment_spillover_METHODThirty_four_prepubertal_children_with_ADHD_and_chronic_tic_disorder_who_were_participating_in_a_double_blind__placebo_controlled_methylphenidate_evaluation_and_their_peers_were_observed_for_approximately_20_hours_in_the_school_setting_classroom_seatwork_activities__lunchroom__and_playground_RESULTSChildren_with_ADHD_and_tics_were_more_inattentive_and_more_disruptive_in_the_classroom_and_more_aggressive_in_all_school_settings_than_their_peers__Although_treatment_with_methylphenidate_made_probands_less_easily_distinguished_from_their_peers_normalization__many_children_still_scored_in_the_deviant_range_for_at_least_one_ADHD_behavior_when_receiving_the_0_5_mg/kg_dose__There_was_little_evidence_that_peer_behavior_improved_as_a_function_of_the_proband_s_dose_of_medication_CONCLUSIONSAlthough_conventional_doses_of_methylphenidate_produced_dramatic_clinical_improvement_in_ADHD_related_behavior__complete_behavioral_normalization_is_often_not_attained_;Yes;Yes;1997;https://www.semanticscholar.org/paper/4556b5d36369c2c96ad7ca2cf96adae081ae473d
989;Indications_to_Upper_Gastrointestinal_Endoscopy_in_Children_With_Dyspepsia;Data Management;6004,6005,6006,3086,6007,6008,6009,6010,6011,6012,6013,6014,6015;6011;12181;11094;R__Boyd;Fedra_Bachs_Almenara;Father_social_development_image_near_right__But_air_task_discuss_season_generation__Rate_shake_prevent_ground_dream_close_successful_;Right_cultural_rich_director__Control_effort_different_run_officer_Force_customer_message_lay_remember_include_degree_;ShortPaper;Objectives:The_objective_of_the_study_was_to_ascertain_the_appropriateness_of_indications_for_upper_gastrointestinal_UGI_endoscopy_in_children_with_dyspepsia__Methods:We_used_the_RAND/University_of_California_at_Los_Angeles_method_to_investigate_the_appropriateness_of_the_opinions_of_a_panel_of_experts__The_panel_judged_2304_theoretical_patient_scenarios_defined_by_a_combination_of_demographic_and_clinical_variables__Descriptive_and_multivariate_logistic_regression_analyses_were_performed__Results:The_panel_rated_UGI_endoscopy_as_appropriate_in_27_2_of_cases__inappropriate_in_14_3__and_dubious_in_58_5__Disagreement_emerged_for_21_of_cases__UGI_endoscopy_was_considered_increasingly_appropriate_in_cases_with_a_positive_family_history_of_peptic_ulcer_and/or_Helicobacter_pylori_infection_odds_ratio_OR_8_518__P__0_0001__when_dyspepsia_interfered_with_activities_of_daily_living_“sleep”_OR_7_540__P__0_0001;_“normal_activities”_OR_5_725__P__0_0001__and_when_patients_were_older_than_10_years_“≤10_years”_OR_0_310__P__0_0001_the_longer_the_duration_“0–2_months”_OR_0_002__P__0_0001;_“3–5_months”_OR_0_059__P__0_0001;_“6–11_months”_OR_0_516__P_=_0_0005_and_the_greater_the_severity_“mild”_OR_0_002__P__0_0001;_“moderate”_OR_0_013__P__0_0001_of_their_dyspeptic_symptoms__Conclusions:UGI_endoscopy_is_not_appropriate_for_all_children_with_dyspeptic_symptoms__but_only_for_cases_with_a_family_history_of_peptic_ulcer_and/or_Helicobacter_pylori_infection__older_than_10_years_of_age__with_symptoms_persisting_for_more_than_6_months_and_severe_enough_to_affect_activities_of_daily_living_;Yes;Yes;2010;https://www.semanticscholar.org/paper/9fb9659797a77c9c9b81ad39a59be200cbf835bc
506;A_Clinical_Approach_to_the_Pharmacotherapy_of_Aggression_in_Children_and_Adolescents;Psychology,Data Management;4221;4221;11767;12545;J__Löffler_Ragg;Alyssa_N_Williamson;Capital_former_whom_however__Mr_positive_book_skin_whatever_their_Something_human_behind_;Student_often_hundred_simple_staff_price_most_program__Add_start_list_low_value_drug_sister__Result_stay_move_situation_wonder_she_network_cup__Fact_test_red_physical_stop_;ShortPaper;Overt_aggression_in_its_various_forms_is_the_most_prevalent_symptom_presenting_to_pediatric_mental_health_providers__regardless_of_setting__It_is_a_behavior_with_a_heterogeneous_etiology_and_requires_a_comprehensive_approach_to_evaluation_and_treatment__Evaluation_of_the_aggressive_child_must_assess_medical__neurologic__psychiatric__psychosocial__familial__and/or_educational_contributions_to_behavioral_dyscontrol__Multimodal_treatment_is_generally_required__At_present__there_is_no_single_medication_to_recommend_for_the_treatment_of_aggressive_behavior__Multiple_medications_have_clinically_been_used_in_a_nonspecific_fashion_to_target_excessive_childhood_aggression__Although_successful_for_some__this_approach_increases_risk_for_ineffective_interventions_accompanied_by_side_effects__Until_a_scientific_understanding_of_the_developmental_neurobiology_of_aggression_leads_to_more_specific_treatment__this_review_suggests_the_use_of_a_diagnostic_based_approach_to_the_pharmacology_of_aggression_FIG__1__Descriptive_diagnostic_techniques_should_be_used_to_define_the_presence_of_any_primary_or_comorbid_psychiatric_disorder_that_presents_with_aggression_as_an_associated_symptom__Treating_aggression_in_the_context_of_these_psychiatric_syndromes_appears_to_be_the_most_direct_approach__Aggression_occurring_in_the_context_of_a_medication_responsive_psychiatric_diagnosis_appears_most_sensitive_to_pharmacologic_intervention__Presently__evidence_for_efficacy_is_strongest_for_aggression_in_the_context_of_ADHD__psychotic_disorder__adolescent_onset_bipolar_disorder__and_ictal_aggression_It_remains_less_clear_that_medication_can_help_aggression_when_it_occurs_independently_of_a_pharmacologically_treatable_comorbid_psychiatric_disorder__Aggression_may_respond_to_a_target_symptom_approach_where_discrete_behavioral_symptoms_that_contribute_to_aggression__such_as_irritability__explosiveness__fear__or_impulsivity__may_be_modified_by_medication_intervention_FIG__1__When_treatment_is_approached_in_this_fashion__it_is_standard_practice_to_use_the_least_toxic_and_safest_intervention_first__Behavioral_treatment_based_on_contingency_management_principles_could_be_initially_recommended__Medication_trials_should_first_use_medications_that_have_demonstrated_empiric_efficacy_in_reducing_aggression_TABLE_1_and_that_have_a_favorable_safety_profile__Neuroleptics_to_treat_aggression_in_nonpsychotic_psychiatrically_referred_youth_should_be_kept_to_a_minimum__secondary_to_their_significant_adverse_risk_profile__Alternative_medications__such_as_selective_serotonin_reuptake_inhibiting_antidepressants__buspirone__lithium__anticonvulsants__opiate_blocking_agents__propranolol__nadolol__and_clonidine__deserve_more_clinical_research_in_pediatric_aggression__These_medications_may_offer_effective_and_less_toxic_alternatives_in_the_pharmacologic_treatment_of_inappropriate_excessive_childhood_aggression_;Yes;Yes;1996;https://www.semanticscholar.org/paper/5a29ed3b517f86fc291a9a112da3107d7ce5ac64
507;Efficacy_of_methylphenidate_for_attention_deficit_hyperactivity_disorder_in_children_with_tic_disorder_;Psychology,Data Management;4146,4222,4223,4220,4224;4223;null;12449;Daji_Luo;Chen_Zhao;Miss_there_health_future_drive_camera__Wife_material_movement_debate_him_Safe_quality_everybody_test_wear__State_store_include_more_opportunity__Sell_mean_medical_level_realize_Democrat_;Left_college_civil_hour_important_range__Challenge_here_organization_cup_require_their__Take_type_step_game_Window_president_spend_series__Instead_however_world_sense_president_former_look_;DemoPaper;BACKGROUNDThe_findings_from_case_reports_and_patient_questionnaire_surveys_have_been_interpreted_as_indicating_that_administration_of_stimulants_is_ill_advised_for_the_treatment_of_attention_deficit_hyperactivity_disorder_in_children_with_tic_disorder_METHODSThirty_four_prepubertal_children_with_attention_deficit_hyperactivity_disorder_and_tic_disorder_received_placebo_and_three_dosages_of_methylphenidate_hydrochloride_0_1__0_3__and_0_5_mg/kg_twice_daily_for_2_weeks_each__under_double_blind_conditions__Treatment_effects_were_assessed_using_direct_observations_of_child_behavior_in_a_simulated_clinic_based_classroom_and_using_rating_scales_completed_by_the_parents__teachers__and_physician_RESULTSMethylphenidate_effectively_suppressed_hyperactive__disruptive__and_aggressive_behavior__There_was_no_evidence_that_methylphenidate_altered_the_severity_of_tic_disorder__but_it_may_have_a_weak_effect_on_the_frequency_of_motor_increase_and_vocal_decrease_tics_CONCLUSIONMethylphenidate_appears_to_be_a_safe_and_effective_treatment_for_attention_deficit_hyperactivity_disorder_in_the_majority_of_children_with_comorbid_tic_disorder_;Yes;No;1995;https://www.semanticscholar.org/paper/77d4ed0918d5d7be8cf2469d68f71abcd987f921
508;Antidepressant_prescription_by_British_child_psychiatrists:practice_and_safety_issues_;Data Management;4225;4225;11769;10935;K__Patel;B__Skidmore;Cost_business_whole_natural_moment__Down_television_technology_Congress_ask_agree_each_appear_Begin_Democrat_employee_will_down__Less_share_true_;Notice_if_front_as_time_prepare_small_lose__Method_size_leave_season_None_eat_little_product_inside_himself_minute_life__Even_administration_capital_for_owner_;FullPaper;OBJECTIVESTo_evaluate_the_pattern_of_prescribing_antidepressant_AD_drugs_by_British_child_psychiatrists_with_particular_emphasis_on_the_impact_of_newer_type_heterocyclic_and_selective_serotonin_reuptake_inhibitor_agents_on_this_practice_and_to_assess_the_safety_of_AD_use_for_children_in_terms_of_clinicians_reports_of_adverse_effects_METHODA_short_postal_survey_asking_specific_questions_about_these_aspects_of_their_clinical_practice_was_sent_to_350_British_child_psychiatrists_RESULTSThe_response_rate_was_71__A_clear_majority_of_the_238_respondents_85_who_provided_analyzable_reports_had_prescribed_ADs__the_most_popular_of_these_being_amitriptyline_and_imipramine__although_nearly_one_third_of_prescribers_also_used_newer_agents_occasionally_and_the_selective_serotonin_reuptake_inhibitors_specifically__very_rarely_indeed__British_child_psychiatrists_issued_only_one_or_two_new_prescriptions_for_AD_medication_per_year__ADs_were_being_used_for_a_wide_range_of_child_and_adolescent_psychiatric_disorders_beyond_the_product_data_sheet_recommended_indications_of_depression_and_nocturnal_enuresis__High_rates_of_mostly_mild_adverse_effects_were_reported_in_children_treated_with_older_type_ADs;_however__the_use_of_newer_ADs_did_not_appear_to_have_influenced_this_picture_when_the_reports_of_prescribers_of_only_older_ADs_were_compared_with_reports_of_those_who_also_prescribed_newer_agents_CONCLUSIONSDespite_a_willingness_to_use_this_form_of_treatment__British_child_psychiatrists_tend_to_use_it_very_sparingly_compared_to_practices_revealed_in_American_studies__The_preferential_and_infrequent_use_of_older_AD_agents_may_account_for_the_high_rates_of_adverse_effects_reported__These_practices_do_not_allow_clinicians_to_become_familiar_with__and_thus_more_comfortable_about__using_newer_agents_;Yes;Yes;1995;https://www.semanticscholar.org/paper/2da625564e960abefe4deb6c7cddb665fdffa1e9
509;Methylphenidate_and_information_processing__Part_1:Differentiation_between_responders_and_nonresponders;_Part_2:Efficacy_in_responders_;Psychology,Data Management;4226,4227,4228;4227;null;11216;P__Ray;Bing_Xu;Foot_military_do_behind_ten__Teacher_fine_with_experience_continue_social_company__Pattern_feel_difference_sport_;Place_still_director__Few_memory_challenge__Because_land_tell_inside_son_exactly_actually_;DemoPaper;Part_1_of_this_study_attempted_to_discriminate_clinical_responders_and_nonresponders_to_methylphenidate_MPH_on_the_basis_of_neuropsychological_deficit_profiles__Part_2_addressed_the_question_to_what_extent_MPH_might_ameliorate_these_deficits__Hyperactive_clinical_responders_n_=_30_and_nonresponders_n_=_28_to_MPH__were_compared_to_normal_controls_n_=_27_on_selective_and_sustained_attention_tasks_and_on_conventional_psychological_and_neurological_measures__The_responders_took_part_in_a_randomized_double_blind_placebo_controlled_crossover_study__They_ingested_a_placebo_PL_or_MPH_0_3_0_6_mg/kg/day_during_4_weeks__and_were_then_tested__After_crossover__another_period_of_4_weeks_was_concluded_by_a_second_test_series__Compared_to_controls__both_responders_and_nonresponders_showed_attention_deficits_in_encoding__memory_search__and_decision_operations__as_well_as_in_focused_and_sustained_attention__vigilance__and_use_of_feedback__These_deficits_were_the_most_severe_in_the_responders__Anamnestic_data__IQ_scores__and_neurological_variables_did_not_discriminate_between_groups__MPH_selectively_alleviates_attention_deficits__MPH_did_not_affect_divided_attention__except_for_an_increased_accuracy_of_response_organization__The_drug__however__greatly_improved_focused_and_sustained_attention__vigilance__impulsivity__and_the_behavioral_adaptivity_to_feedback_;Yes;No;1994;https://www.semanticscholar.org/paper/a434fa3d5c652793532d64adfb341886dcab246a
990;Suggestive_parameters_for_eradication_therapy_in_children_with_Helicobacter_pylori_gastritis_;Data Management;6016;6016;12182;12454;I__Alvarez;I__Rovira;Political_effort_lead_under_four__Friend_reveal_material_find_notice__I_other_its__Commercial_else_whose_skin_Give_turn_memory__At_exactly_magazine_public_federal_;Else_alone_whole_single_arm_candidate_check__Record_our_join_mission_south__Agree_production_section_interesting_support_;ShortPaper;The_relationship_between_Helicobacter_pylori_H__pylori_infection_and_recurrent_abdominal_pain_in_children_is_still_controversial__H__pylori_infected_children_with_recurrent_abdominal_pain_generally_do_not_require_treatment__However__benefit_of_treatment_has_been_known_to_produce_dramatic_improvements_in_some_patients__Furthermore__H__pylori_infected_is_associated_with_growth_retardation__iron_deficiency_anemia_and_thrombocytopenia__The_objective_of_this_study_was_to_find_suggestive_parameters_for_eradication_of_H__pylori_gastritis__From_1992_to_2004__medical_records_of_42_children_diagnosed_as_having_H__pylori_infection_by_endoscopy_were_retrospectively_reviewed__Of_those_42_patients__there_were_36_patients_with_H__pylori_gastritis_without_gastric_or_duodenal_ulcer_85_7__and_6_patients_with_ulcers_14_3__Children_with_H__pylori_gastritis_were_divided_into_2_groups:responsive_and_unresponsive__Data_including_the_duration_of_abdominal_pain__endoscopic_finding__histology__treatment__outcome_and_final_diagnosis_were_collected__Additional_data_were_obtained_by_telephone_and_letters__Of_36_patients__there_were_24_and_12_patients_in_responsive_and_unresponsive_groups__respectively__Three_patients_with_anemia_were_all_presented_in_the_responsive_group__Those_experiencing_abdominal_pain_less_than_3_months_more_commonly_belonged_to_the_responsive_group_P_=_0_21__Marked_erythema_of_gastric_mucosa_was_only_seen_in_the_responsive_group_P_=_0_136__All_cases_of_chronic_moderate_active_gastritis_appeared_in_the_responsive_group_p_=_0_03__In_conclusion__iron_deficiency_anemia_and_chronic_moderate_active_gastritis_should_be_the_suggestive_parameters_for_eradication_therapy_in_children_with_H__pylori_gastritis_;Yes;Yes;2005;https://www.semanticscholar.org/paper/609cd3c725d5eb05841be73d1791bfb520f687d5
991;Evaluation_of_dyspeptic_symptoms_in_patients_with_and_without_Helicobacter_pylori_infection_and_normal_upper_gastrointestinal_endoscopy_;Data Management;6017,6018,6019;6017;12183;13161;Zhenyi_Wang;M__Pontin;Painting_nature_gun_either_growth_security_president__Standard_themselves_popular_close__Spring_skill_serve_during_serve_amount_court_population_;Same_after_view_different_will__Color_leg_push_executive_official__Worry_big_Democrat_station_son__Sport_throw_own_public_country_yourself_method_;DemoPaper;;Yes;Yes;2003;https://www.semanticscholar.org/paper/c2d2b7147ae91a651d0577202e840a66c898bf53
992;A_rational_approach_to_uninvestigated_dyspepsia_in_primary_care:review_of_the_literature;Data Management;6020,6021,6022;6022;null;10882;F__Herold;B__Vergnes;Loss_energy_cup_bag__Pressure_above_could__You_north_you_usually_professor_Mind_kid_particular_police_yard_thing_teacher_second__Thousand_bank_into_open_middle__Much_page_foreign_order_help_get_;Bar_oil_at_between_daughter_one_either__As_begin_just_animal_democratic_page_;ShortPaper;In_this_paper_the_rationale_and_limitations_of_the_four_most_important_approach_strategies_to_dyspepsia_in_primary_care_empiric_treatment__prompt_endoscopy__“test_and_scope”__and_“test_and_treat”_are_analysed__It_is_concluded_that_in_the_absence_of_alarm_symptoms__a_“test_and_treat”_approach_is_currently_the_most_rational_approach_provided_that_three_conditions_are_met:1_a_highly_accurate_test_should_be_used__2_the_prevalence_of_Helicobacter_pylori_in_the_population_should_not_be_too_low__and_3_an_effective_anti_H_pylori_regimen_should_be_prescribed_taking_sufficient_time_to_instruct_and_motivate_the_patient_;No;Yes;2002;https://www.semanticscholar.org/paper/d9c1fdaf1b01244a970b1a1510b9aa53269a2b52
